running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_3
---------------------------------
| rollout/           |          |
|    loss                 | 961         |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.0516     |
|    std                  | 0.368       |
|    value_loss           | 2.86e+03    |
-----------------------------------------
Num timesteps: 24000
Best mean reward: 916.73 - Last mean reward per episode: 952.60
Saving new best model to rl/out_dir/models/exp74/best_model.zip
-----------------------------------------
| reward                  | 9.99        |
| reward_contact          | -0.000686   |
| reward_ctrl             | 13.5        |
| reward_motion           | -0.0586     |
| reward_torque           | -3.44       |
| reward_velocity         | 0.0246      |
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 927         |
| time/                   |             |
|    fps                  | 297         |
|    iterations           | 24          |
|    time_elapsed         | 82          |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.046912353 |
|    clip_fraction        | 0.0636      |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.6       |
|    explained_variance   | 0.3         |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21e+03    |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.0585     |
|    std                  | 0.368       |
|    value_loss           | 3.29e+03    |
-----------------------------------------
running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_7
---------------------------------
| reward             | -3.82    |
| reward_contact     | 0        |
| reward_ctrl        | -0.1     |
| reward_motion      | -0.1     |
| reward_torque      | -3.64    |
| reward_velocity    | 0.011    |
| rollout/           |          |
|    ep_len_mean     | 28.7     |
|    ep_rew_mean     | -94.4    |
| time/              |          |
|    fps             | 484      |
|    iterations      | 1        |
|    time_elapsed    | 2        |
|    total_timesteps | 1024     |
---------------------------------
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | -0.00141   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0709    |
| reward_torque           | -3.4       |
| reward_velocity         | 0.0207     |
| rollout/                |            |
|    ep_len_mean          | 57.2       |
|    ep_rew_mean          | -180       |
| time/                   |            |
|    fps                  | 377        |
|    iterations           | 2          |
|    time_elapsed         | 5          |
|    total_timesteps      | 2048       |
| train/                  |            |
|    approx_kl            | 0.12333509 |
|    clip_fraction        | 0.371      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.00606    |
|    learning_rate        | 0.0003     |
|    loss                 | 7.88       |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.127     |
|    std                  | 0.367      |
|    value_loss           | 330        |
----------------------------------------
---------------------------------------
| reward                  | -3.52     |
| reward_contact          | -0.00137  |
| reward_ctrl             | -0.1      |
| reward_motion           | -0.0442   |
| reward_torque           | -3.39     |
| reward_velocity         | 0.0221    |
| rollout/                |           |
|    ep_len_mean          | 84.1      |
|    ep_rew_mean          | -262      |
| time/                   |           |
|    fps                  | 340       |
|    iterations           | 3         |
|    time_elapsed         | 9         |
|    total_timesteps      | 3072      |
| train/                  |           |
|    approx_kl            | 0.1174901 |
|    clip_fraction        | 0.277     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.1     |
|    explained_variance   | 0.343     |
|    learning_rate        | 0.0003    |
|    loss                 | 31.1      |
|    n_updates            | 40        |
|    policy_gradient_loss | -0.121    |
|    std                  | 0.367     |
|    value_loss           | 142       |
---------------------------------------
-----------------------------------------
| reward                  | -3.52       |
| reward_contact          | -0.00112    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0364     |
| reward_torque           | -3.41       |
| reward_velocity         | 0.0254      |
| rollout/                |             |
|    ep_len_mean          | 75.3        |
|    ep_rew_mean          | -236        |
| time/                   |             |
|    fps                  | 324         |
|    iterations           | 4           |
|    time_elapsed         | 12          |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.054415382 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.9       |
|    explained_variance   | 0.714       |
|    learning_rate        | 0.0003      |
|    loss                 | 15.4        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0729     |
|    std                  | 0.367       |
|    value_loss           | 155         |
-----------------------------------------
----------------------------------------
| reward                  | -3.54      |
| reward_contact          | -0.00096   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0242    |
| reward_torque           | -3.44      |
| reward_velocity         | 0.0241     |
| rollout/                |            |
|    ep_len_mean          | 90.5       |
|    ep_rew_mean          | -283       |
| time/                   |            |
|    fps                  | 315        |
|    iterations           | 5          |
|    time_elapsed         | 16         |
|    total_timesteps      | 5120       |
| train/                  |            |
|    approx_kl            | 0.07612029 |
|    clip_fraction        | 0.156      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.8      |
|    explained_variance   | 0.635      |
|    learning_rate        | 0.0003     |
|    loss                 | 23.3       |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.0755    |
|    std                  | 0.367      |
|    value_loss           | 131        |
----------------------------------------
Num timesteps: 6000
Best mean reward: -inf - Last mean reward per episode: -297.27
Saving new best model to rl/out_dir/models/exp74/best_model.zip
----------------------------------------
| reward                  | -3.56      |
| reward_contact          | -0.000828  |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0346    |
| reward_torque           | -3.45      |
| reward_velocity         | 0.0242     |
| rollout/                |            |
|    ep_len_mean          | 94.6       |
|    ep_rew_mean          | -297       |
| time/                   |            |
|    fps                  | 309        |
|    iterations           | 6          |
|    time_elapsed         | 19         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.08958479 |
|    clip_fraction        | 0.198      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.455      |
|    learning_rate        | 0.0003     |
|    loss                 | 32.8       |
|    n_updates            | 100        |
|    policy_gradient_loss | -0.0961    |
|    std                  | 0.367      |
|    value_loss           | 150        |
----------------------------------------
----------------------------------------
| reward                  | -3.58      |
| reward_contact          | -0.000866  |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0467    |
| reward_torque           | -3.46      |
| reward_velocity         | 0.0249     |
| rollout/                |            |
|    ep_len_mean          | 95.1       |
|    ep_rew_mean          | -300       |
| time/                   |            |
|    fps                  | 305        |
|    iterations           | 7          |
|    time_elapsed         | 23         |
|    total_timesteps      | 7168       |
| train/                  |            |
|    approx_kl            | 0.07138507 |
|    clip_fraction        | 0.16       |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.298      |
|    learning_rate        | 0.0003     |
|    loss                 | 39.7       |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.0889    |
|    std                  | 0.367      |
|    value_loss           | 176        |
----------------------------------------
----------------------------------------
| reward                  | -3.58      |
| reward_contact          | -0.000843  |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0371    |
| reward_torque           | -3.47      |
| reward_velocity         | 0.0264     |
| rollout/                |            |
|    ep_len_mean          | 106        |
|    ep_rew_mean          | -333       |
| time/                   |            |
|    fps                  | 303        |
|    iterations           | 8          |
|    time_elapsed         | 26         |
|    total_timesteps      | 8192       |
| train/                  |            |
|    approx_kl            | 0.09170306 |
|    clip_fraction        | 0.195      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.6      |
|    explained_variance   | 0.186      |
|    learning_rate        | 0.0003     |
|    loss                 | 83         |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.102     |
|    std                  | 0.367      |
|    value_loss           | 280        |
----------------------------------------
----------------------------------------
| reward                  | -3.62      |
| reward_contact          | -0.00109   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0522    |
| reward_torque           | -3.49      |
| reward_velocity         | 0.023      |
| rollout/                |            |
|    ep_len_mean          | 88.8       |
|    ep_rew_mean          | -280       |
| time/                   |            |
|    fps                  | 301        |
|    iterations           | 9          |
|    time_elapsed         | 30         |
|    total_timesteps      | 9216       |
| train/                  |            |
|    approx_kl            | 0.08530077 |
|    clip_fraction        | 0.224      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.9      |
|    explained_variance   | 0.574      |
|    learning_rate        | 0.0003     |
|    loss                 | 12.3       |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.0976    |
|    std                  | 0.367      |
|    value_loss           | 140        |
----------------------------------------
-----------------------------------------
| reward                  | -3.63       |
| reward_contact          | -0.000614   |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0549     |
| reward_torque           | -3.49       |
| reward_velocity         | 0.0212      |
| rollout/                |             |
|    ep_len_mean          | 83.9        |
|    ep_rew_mean          | -266        |
| time/                   |             |
|    fps                  | 299         |
|    iterations           | 10          |
|    time_elapsed         | 34          |
|    total_timesteps      | 10240       |
| train/                  |             |
|    approx_kl            | 0.091505446 |
|    clip_fraction        | 0.213       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.3       |
|    explained_variance   | 0.169       |
|    learning_rate        | 0.0003      |
|    loss                 | 182         |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.109      |
|    std                  | 0.367       |
|    value_loss           | 513         |
-----------------------------------------
----------------------------------------
| reward                  | -3.64      |
| reward_contact          | -0.000614  |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0549    |
| reward_torque           | -3.5       |
| reward_velocity         | 0.021      |
| rollout/                |            |
|    ep_len_mean          | 85.5       |
|    ep_rew_mean          | -271       |
| time/                   |            |
|    fps                  | 298        |
|    iterations           | 11         |
|    time_elapsed         | 37         |
|    total_timesteps      | 11264      |
| train/                  |            |
|    approx_kl            | 0.08441191 |
|    clip_fraction        | 0.151      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.7      |
|    explained_variance   | 0.559      |
|    learning_rate        | 0.0003     |
|    loss                 | 60         |
|    n_updates            | 200        |
|    policy_gradient_loss | -0.0764    |
|    std                  | 0.366      |
|    value_loss           | 382        |
----------------------------------------
Num timesteps: 12000
Best mean reward: -297.27 - Last mean reward per episode: -308.44
-----------------------------------------
| reward                  | -3.65       |
| reward_contact          | -0.00101    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0577     |
| reward_torque           | -3.52       |
| reward_velocity         | 0.0205      |
| rollout/                |             |
|    ep_len_mean          | 97.5        |
|    ep_rew_mean          | -308        |
| time/                   |             |
|    fps                  | 298         |
|    iterations           | 12          |
|    time_elapsed         | 41          |
|    total_timesteps      | 12288       |
| train/                  |             |
|    approx_kl            | 0.058747333 |
|    clip_fraction        | 0.127       |
|    clip_range           | 0.4         |
|    entropy_loss         | -22.1       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0003      |
|    loss                 | 43.6        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.0713     |
|    std                  | 0.366       |
|    value_loss           | 237         |
-----------------------------------------
----------------------------------------
| reward                  | -3.66      |
| reward_contact          | -0.00112   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0679    |
| reward_torque           | -3.51      |
| reward_velocity         | 0.0191     |
| rollout/                |            |
|    ep_len_mean          | 89.3       |
|    ep_rew_mean          | -285       |
| time/                   |            |
|    fps                  | 296        |
|    iterations           | 13         |
|    time_elapsed         | 44         |
|    total_timesteps      | 13312      |
| train/                  |            |
|    approx_kl            | 0.06798034 |
|    clip_fraction        | 0.152      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22.1      |
|    explained_variance   | 0.839      |
|    learning_rate        | 0.0003     |
|    loss                 | 35.5       |
|    n_updates            | 240        |
|    policy_gradient_loss | -0.0833    |
|    std                  | 0.366      |
|    value_loss           | 209        |
----------------------------------------
----------------------------------------
| reward                  | -3.67      |
| reward_contact          | -0.00112   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0679    |
| reward_torque           | -3.52      |
| reward_velocity         | 0.019      |
| rollout/                |            |
|    ep_len_mean          | 81.3       |
|    ep_rew_mean          | -260       |
| time/                   |            |
|    fps                  | 294        |
|    iterations           | 14         |
|    time_elapsed         | 48         |
|    total_timesteps      | 14336      |
| train/                  |            |
|    approx_kl            | 0.13578144 |
|    clip_fraction        | 0.273      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22        |
|    explained_variance   | 0.446      |
|    learning_rate        | 0.0003     |
|    loss                 | 37.2       |
|    n_updates            | 260        |
|    policy_gradient_loss | -0.113     |
|    std                  | 0.366      |
|    value_loss           | 201        |
----------------------------------------
----------------------------------------
| reward                  | -3.66      |
| reward_contact          | -0.000958  |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0694    |
| reward_torque           | -3.51      |
| reward_velocity         | 0.0176     |
| rollout/                |            |
|    ep_len_mean          | 83.3       |
|    ep_rew_mean          | -267       |
| time/                   |            |
|    fps                  | 293        |
|    iterations           | 15         |
|    time_elapsed         | 52         |
|    total_timesteps      | 15360      |
| train/                  |            |
|    approx_kl            | 0.07831302 |
|    clip_fraction        | 0.153      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22        |
|    explained_variance   | 0.436      |
|    learning_rate        | 0.0003     |
|    loss                 | 68.8       |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.0844    |
|    std                  | 0.366      |
|    value_loss           | 299        |
----------------------------------------
----------------------------------------
| reward                  | -3.66      |
| reward_contact          | -0.00129   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0676    |
| reward_torque           | -3.52      |
| reward_velocity         | 0.0195     |
| rollout/                |            |
|    ep_len_mean          | 81.6       |
|    ep_rew_mean          | -262       |
| time/                   |            |
|    fps                  | 292        |
|    iterations           | 16         |
|    time_elapsed         | 55         |
|    total_timesteps      | 16384      |
| train/                  |            |
|    approx_kl            | 0.05408106 |
|    clip_fraction        | 0.122      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22        |
|    explained_variance   | 0.698      |
|    learning_rate        | 0.0003     |
|    loss                 | 42         |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.0729    |
|    std                  | 0.366      |
|    value_loss           | 247        |
----------------------------------------
-----------------------------------------
| reward                  | -3.63       |
| reward_contact          | -0.00132    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.076      |
| reward_torque           | -3.47       |
| reward_velocity         | 0.0193      |
| rollout/                |             |
|    ep_len_mean          | 81.5        |
|    ep_rew_mean          | -262        |
| time/                   |             |
|    fps                  | 292         |
|    iterations           | 17          |
|    time_elapsed         | 59          |
|    total_timesteps      | 17408       |
| train/                  |             |
|    approx_kl            | 0.098303586 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.4         |
|    entropy_loss         | -22         |
|    explained_variance   | 0.458       |
|    learning_rate        | 0.0003      |
|    loss                 | 21.6        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.071      |
|    std                  | 0.366       |
|    value_loss           | 272         |
-----------------------------------------
Num timesteps: 18000
Best mean reward: -297.27 - Last mean reward per episode: -261.67
Saving new best model to rl/out_dir/models/exp74/best_model.zip
----------------------------------------
| reward                  | -3.62      |
| reward_contact          | -0.00148   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.076     |
| reward_torque           | -3.46      |
| reward_velocity         | 0.0192     |
| rollout/                |            |
|    ep_len_mean          | 87.5       |
|    ep_rew_mean          | -280       |
| time/                   |            |
|    fps                  | 291        |
|    iterations           | 18         |
|    time_elapsed         | 63         |
|    total_timesteps      | 18432      |
| train/                  |            |
|    approx_kl            | 0.08449566 |
|    clip_fraction        | 0.166      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | 0.212      |
|    learning_rate        | 0.0003     |
|    loss                 | 36.6       |
|    n_updates            | 340        |
|    policy_gradient_loss | -0.0973    |
|    std                  | 0.366      |
|    value_loss           | 286        |
----------------------------------------
----------------------------------------
| reward                  | -3.65      |
| reward_contact          | -0.00148   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0831    |
| reward_torque           | -3.49      |
| reward_velocity         | 0.0194     |
| rollout/                |            |
|    ep_len_mean          | 88.6       |
|    ep_rew_mean          | -285       |
| time/                   |            |
|    fps                  | 291        |
|    iterations           | 19         |
|    time_elapsed         | 66         |
|    total_timesteps      | 19456      |
| train/                  |            |
|    approx_kl            | 0.09105019 |
|    clip_fraction        | 0.236      |
|    clip_range           | 0.4        |
|    entropy_loss         | -22.2      |
|    explained_variance   | 0.623      |
|    learning_rate        | 0.0003     |
|    loss                 | 8.85       |
|    n_updates            | 360        |
|    policy_gradient_loss | -0.105     |
|    std                  | 0.366      |
|    value_loss           | 111        |
----------------------------------------
-----------------------------------------
| reward                  | -3.64       |
| reward_contact          | -0.00158    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.077      |
| reward_torque           | -3.48       |
| reward_velocity         | 0.0214      |
| rollout/                |             |
|    ep_len_mean          | 96          |
|    ep_rew_mean          | -308        |
| time/                   |             |
|    fps                  | 291         |
|    iterations           | 20          |
|    time_elapsed         | 70          |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.076098844 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.4         |
|    entropy_loss         | -22.1       |
|    explained_variance   | 0.522       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.89        |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.0995     |
|    std                  | 0.366       |
|    value_loss           | 131         |
-----------------------------------------
-----------------------------------------
| reward                  | -3.62       |
| reward_contact          | -0.00141    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0591     |
| reward_torque           | -3.48       |
| reward_velocity         | 0.0213      |
| rollout/                |             |
|    ep_len_mean          | 85.9        |
|    ep_rew_mean          | -277        |
| time/                   |             |
|    fps                  | 291         |
|    iterations           | 21          |
|    time_elapsed         | 73          |
|    total_timesteps      | 21504       |
| train/                  |             |
|    approx_kl            | 0.116045415 |
|    clip_fraction        | 0.255       |
|    clip_range           | 0.4         |
|    entropy_loss         | -22         |
|    explained_variance   | 0.615       |
|    learning_rate        | 0.0003      |
|    loss                 | 5.49        |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.0975     |
|    std                  | 0.366       |
|    value_loss           | 79.1        |
-----------------------------------------
-----------------------------------------
| reward                  | -3.63       |
| reward_contact          | -0.00189    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0591     |
| reward_torque           | -3.49       |
| reward_velocity         | 0.0221      |
| rollout/                |             |
|    ep_len_mean          | 85.9        |
|    ep_rew_mean          | -277        |
| time/                   |             |
|    fps                  | 291         |
|    iterations           | 22          |
|    time_elapsed         | 77          |
|    total_timesteps      | 22528       |
| train/                  |             |
|    approx_kl            | 0.068719216 |
|    clip_fraction        | 0.175       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.8       |
|    explained_variance   | 0.448       |
|    learning_rate        | 0.0003      |
|    loss                 | 16.5        |
|    n_updates            | 420         |
|    policy_gradient_loss | -0.0901     |
|    std                  | 0.366       |
|    value_loss           | 231         |
-----------------------------------------
----------------------------------------
| reward                  | -3.63      |
| reward_contact          | -0.00205   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0591    |
| reward_torque           | -3.49      |
| reward_velocity         | 0.0221     |
| rollout/                |            |
|    ep_len_mean          | 96.4       |
|    ep_rew_mean          | -310       |
| time/                   |            |
|    fps                  | 290        |
|    iterations           | 23         |
|    time_elapsed         | 81         |
|    total_timesteps      | 23552      |
| train/                  |            |
|    approx_kl            | 0.08666834 |
|    clip_fraction        | 0.143      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.9      |
|    explained_variance   | 0.82       |
|    learning_rate        | 0.0003     |
|    loss                 | 23         |
|    n_updates            | 440        |
|    policy_gradient_loss | -0.0861    |
|    std                  | 0.366      |
|    value_loss           | 348        |
----------------------------------------
running build_ext
Failed to import optional module imus. Install optional dependencies
Failed to import optional module misc. Install optional dependencies
Using cuda device
Logging to rl/out_dir/models/exp74/PPO_8
---------------------------------
| reward             | -3.58    |
| reward_contact     | -0.00667 |
| reward_ctrl        | -0.1     |
| reward_motion      | -0.1     |
| reward_torque      | -3.39    |
| reward_velocity    | 0.0173   |
| rollout/           |          |
|    ep_len_mean     | 29.7     |
|    ep_rew_mean     | -101     |
| time/              |          |
|    fps             | 482      |
|    iterations      | 1        |
|    time_elapsed    | 2        |
|    total_timesteps | 1024     |
---------------------------------
----------------------------------------
| reward                  | -3.72      |
| reward_contact          | -0.00168   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.1       |
| reward_torque           | -3.53      |
| reward_velocity         | 0.014      |
| rollout/                |            |
|    ep_len_mean          | 71.1       |
|    ep_rew_mean          | -222       |
| time/                   |            |
|    fps                  | 378        |
|    iterations           | 2          |
|    time_elapsed         | 5          |
|    total_timesteps      | 2048       |
| train/                  |            |
|    approx_kl            | 0.10417083 |
|    clip_fraction        | 0.372      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.9      |
|    explained_variance   | 0.0168     |
|    learning_rate        | 0.0003     |
|    loss                 | 65         |
|    n_updates            | 20         |
|    policy_gradient_loss | -0.103     |
|    std                  | 0.367      |
|    value_loss           | 475        |
----------------------------------------
----------------------------------------
| reward                  | -3.64      |
| reward_contact          | -0.00185   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.1       |
| reward_torque           | -3.45      |
| reward_velocity         | 0.0147     |
| rollout/                |            |
|    ep_len_mean          | 69.6       |
|    ep_rew_mean          | -220       |
| time/                   |            |
|    fps                  | 343        |
|    iterations           | 3          |
|    time_elapsed         | 8          |
|    total_timesteps      | 3072       |
| train/                  |            |
|    approx_kl            | 0.11021443 |
|    clip_fraction        | 0.243      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.4      |
|    explained_variance   | -0.334     |
|    learning_rate        | 0.0003     |
|    loss                 | 15.5       |
|    n_updates            | 40         |
|    policy_gradient_loss | -0.119     |
|    std                  | 0.367      |
|    value_loss           | 99.7       |
----------------------------------------
-----------------------------------------
| reward                  | -3.64       |
| reward_contact          | -0.0021     |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0882     |
| reward_torque           | -3.47       |
| reward_velocity         | 0.0174      |
| rollout/                |             |
|    ep_len_mean          | 58.7        |
|    ep_rew_mean          | -186        |
| time/                   |             |
|    fps                  | 329         |
|    iterations           | 4           |
|    time_elapsed         | 12          |
|    total_timesteps      | 4096        |
| train/                  |             |
|    approx_kl            | 0.091333374 |
|    clip_fraction        | 0.233       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.1       |
|    explained_variance   | -0.0565     |
|    learning_rate        | 0.0003      |
|    loss                 | 36.8        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.117      |
|    std                  | 0.367       |
|    value_loss           | 162         |
-----------------------------------------
-----------------------------------------
| reward                  | -3.58       |
| reward_contact          | -0.00234    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.084      |
| reward_torque           | -3.41       |
| reward_velocity         | 0.0183      |
| rollout/                |             |
|    ep_len_mean          | 55.3        |
|    ep_rew_mean          | -176        |
| time/                   |             |
|    fps                  | 321         |
|    iterations           | 5           |
|    time_elapsed         | 15          |
|    total_timesteps      | 5120        |
| train/                  |             |
|    approx_kl            | 0.067936674 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.4       |
|    explained_variance   | 0.222       |
|    learning_rate        | 0.0003      |
|    loss                 | 41.8        |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.0818     |
|    std                  | 0.367       |
|    value_loss           | 237         |
-----------------------------------------
Num timesteps: 6000
Best mean reward: -inf - Last mean reward per episode: -138.63
Saving new best model to rl/out_dir/models/exp74/best_model.zip
----------------------------------------
| reward                  | -3.51      |
| reward_contact          | -0.00219   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0743    |
| reward_torque           | -3.36      |
| reward_velocity         | 0.0206     |
| rollout/                |            |
|    ep_len_mean          | 42.8       |
|    ep_rew_mean          | -139       |
| time/                   |            |
|    fps                  | 315        |
|    iterations           | 6          |
|    time_elapsed         | 19         |
|    total_timesteps      | 6144       |
| train/                  |            |
|    approx_kl            | 0.06220818 |
|    clip_fraction        | 0.2        |
|    clip_range           | 0.4        |
|    entropy_loss         | -20.7      |
|    explained_variance   | 0.264      |
|    learning_rate        | 0.0003     |
|    loss                 | 88.8       |
|    n_updates            | 100        |
|    policy_gradient_loss | -0.11      |
|    std                  | 0.367      |
|    value_loss           | 254        |
----------------------------------------
----------------------------------------
| reward                  | -3.5       |
| reward_contact          | -0.00223   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0638    |
| reward_torque           | -3.35      |
| reward_velocity         | 0.0212     |
| rollout/                |            |
|    ep_len_mean          | 47.6       |
|    ep_rew_mean          | -153       |
| time/                   |            |
|    fps                  | 311        |
|    iterations           | 7          |
|    time_elapsed         | 23         |
|    total_timesteps      | 7168       |
| train/                  |            |
|    approx_kl            | 0.09764336 |
|    clip_fraction        | 0.213      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.2      |
|    explained_variance   | 0.0257     |
|    learning_rate        | 0.0003     |
|    loss                 | 59         |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.115     |
|    std                  | 0.367      |
|    value_loss           | 201        |
----------------------------------------
-----------------------------------------
| reward                  | -3.51       |
| reward_contact          | -0.00208    |
| reward_ctrl             | -0.1        |
| reward_motion           | -0.0554     |
| reward_torque           | -3.38       |
| reward_velocity         | 0.0233      |
| rollout/                |             |
|    ep_len_mean          | 48.5        |
|    ep_rew_mean          | -157        |
| time/                   |             |
|    fps                  | 308         |
|    iterations           | 8           |
|    time_elapsed         | 26          |
|    total_timesteps      | 8192        |
| train/                  |             |
|    approx_kl            | 0.096551545 |
|    clip_fraction        | 0.234       |
|    clip_range           | 0.4         |
|    entropy_loss         | -21.6       |
|    explained_variance   | 0.379       |
|    learning_rate        | 0.0003      |
|    loss                 | 26.5        |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.113      |
|    std                  | 0.367       |
|    value_loss           | 132         |
-----------------------------------------
----------------------------------------
| reward                  | -3.51      |
| reward_contact          | -0.00208   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0522    |
| reward_torque           | -3.38      |
| reward_velocity         | 0.024      |
| rollout/                |            |
|    ep_len_mean          | 58.3       |
|    ep_rew_mean          | -187       |
| time/                   |            |
|    fps                  | 305        |
|    iterations           | 9          |
|    time_elapsed         | 30         |
|    total_timesteps      | 9216       |
| train/                  |            |
|    approx_kl            | 0.07261966 |
|    clip_fraction        | 0.182      |
|    clip_range           | 0.4        |
|    entropy_loss         | -21.3      |
|    explained_variance   | 0.298      |
|    learning_rate        | 0.0003     |
|    loss                 | 56.5       |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.102     |
|    std                  | 0.367      |
|    value_loss           | 248        |
----------------------------------------
---------------------------------------
| reward                  | -3.53     |
| reward_contact          | -0.00183  |
| reward_ctrl             | -0.1      |
| reward_motion           | -0.0591   |
| reward_torque           | -3.39     |
| reward_velocity         | 0.0267    |
| rollout/                |           |
|    ep_len_mean          | 68        |
|    ep_rew_mean          | -217      |
| time/                   |           |
|    fps                  | 303       |
|    iterations           | 10        |
|    time_elapsed         | 33        |
|    total_timesteps      | 10240     |
| train/                  |           |
|    approx_kl            | 0.0808554 |
|    clip_fraction        | 0.162     |
|    clip_range           | 0.4       |
|    entropy_loss         | -21.9     |
|    explained_variance   | 0.826     |
|    learning_rate        | 0.0003    |
|    loss                 | 47        |
|    n_updates            | 180       |
|    policy_gradient_loss | -0.0864   |
|    std                  | 0.367     |
|    value_loss           | 195       |
---------------------------------------
----------------------------------------
| reward                  | -3.54      |
| reward_contact          | -0.00183   |
| reward_ctrl             | -0.1       |
| reward_motion           | -0.0591    |
| reward_torque           | -3.4       |
| reward_velocity         | 0.0263     |
| rollout/                |            |
|    ep_len_mean          | 71         |
